sample,time_s,elapsed_s,experiment,command_x_mps,command_y_mps,command_yaw_radps,gait_mode,stair_collision_enabled,slope_collision_enabled,foot,contact,touchdown,grf_x_n,grf_y_n,grf_z_n,grf_norm_n,toe_vx_mps,toe_vy_mps,toe_vz_mps,toe_speed_mps,precontact_vx_mps,precontact_vy_mps,precontact_vz_mps,precontact_speed_mps
30,5.062,0.06,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.01621560026,0.6658790549,-1.151975662,1.330678694,,,,
31,5.064,0.062,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.077565565,-1.474904377,-1.66901958,2.474291177,,,,
31,5.064,0.062,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.389748328,0.5193653803,-0.4913334208,1.562865747,,,,
31,5.064,0.062,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.3724207536,-0.4277648233,-0.2251702985,0.6102307966,,,,
31,5.064,0.062,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.06603538953,0.6099859444,-1.177368768,1.32764481,,,,
32,5.066,0.064,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.117126466,-1.489167741,-1.714409058,2.530768761,,,,
32,5.066,0.064,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.411092386,0.5446469373,-0.4846333228,1.588298293,,,,
32,5.066,0.064,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.3533504088,-0.3540676132,-0.2439518704,0.5565365228,,,,
32,5.066,0.064,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.1307263255,0.560193847,-1.186732365,1.318802572,,,,
33,5.068,0.066,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.113617956,-1.510437349,-1.721420871,2.546537993,,,,
33,5.068,0.066,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.422537732,0.5653573093,-0.4880720926,1.606691275,,,,
33,5.068,0.066,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.3397050953,-0.2824255214,-0.2687617644,0.5171040639,,,,
33,5.068,0.066,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.2045545598,0.5147305202,-1.185483736,1.308495993,,,,
34,5.07,0.068,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.079427302,-1.535524424,-1.703182064,2.534527116,,,,
34,5.07,0.068,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.426162286,0.5825192552,-0.4991119309,1.619376506,,,,
34,5.07,0.068,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.329919347,-0.2134518602,-0.297558017,0.4928988188,,,,
34,5.07,0.068,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.2832176117,0.4723277064,-1.177588064,1.300007433,,,,
35,5.072,0.07,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.024118472,-1.562135372,-1.669366652,2.505168774,,,,
35,5.072,0.07,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.423612215,0.596957715,-0.5157521,1.627584247,,,,
35,5.072,0.07,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.3227869527,-0.1473605533,-0.3288066021,0.4837564791,,,,
35,5.072,0.07,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.3635252574,0.4321065123,-1.165901749,1.295451094,,,,
36,5.074,0.072,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.138944735,-1.558962768,-1.744647653,2.602182825,,,,
36,5.074,0.072,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.415081443,0.6185430745,-0.4939200006,1.621421596,,,,
36,5.074,0.072,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.3116769709,-0.08009832078,-0.3522089587,0.4770842963,,,,
36,5.074,0.072,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.3226736608,0.4048315403,-1.216313299,1.321902005,,,,
37,5.076,0.074,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.194550498,-1.565693057,-1.769159785,2.647314108,,,,
37,5.076,0.074,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.395248103,0.6336509712,-0.4881578664,1.608268922,,,,
37,5.076,0.074,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.3039429762,-0.01554579164,-0.3792407438,0.4862576952,,,,
37,5.076,0.074,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.305272651,0.3828463256,-1.245194461,1.338010443,,,,
38,5.078,0.076,baseline — four gait presets,0.5,0,0,0,0,0,FL,0,0,0,0,0,0,-1.207202575,-1.578283558,-1.759563733,2.654125388,,,,
38,5.078,0.076,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.367048493,0.643768373,-0.4945726801,1.589924978,,,,
38,5.078,0.076,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.2985336319,0.04591497437,-0.4085661297,0.508091327,,,,
38,5.078,0.076,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.3043345668,0.3642691528,-1.259152465,1.345650949,,,,
39,5.08,0.078,baseline — four gait presets,0.5,0,0,0,0,0,FL,1,1,-61.44252277,232.5812847,542.5485758,593.4881589,-1.18941,-1.593843184,-1.72824794,2.634743476,-1.207202575,-1.578283558,-1.759563733,2.654125388
39,5.08,0.078,baseline — four gait presets,0.5,0,0,0,0,0,FR,0,0,0,0,0,0,1.33278286,0.650061262,-0.5100739913,1.568140705,,,,
39,5.08,0.078,baseline — four gait presets,0.5,0,0,0,0,0,RL,0,0,0,0,0,0,-0.2946400418,0.1040658292,-0.4391700366,0.5389923674,,,,
39,5.08,0.078,baseline — four gait presets,0.5,0,0,0,0,0,RR,0,0,0,0,0,0,0.3145897233,0.3477654254,-1.26312951,1.347369156,,,,
40,5.082,0.08,baseline — four gait presets,0.5,0,0,0,0,0,FL,1,0,-12.80181482,123.5250277,498.9058152,514.1296834,-0.6970307677,-0.9616108045,-0.9860709216,1.543658995,,,,
